First line of second CSV;;;;;;;;;;;;;;;;;;
Date/Time Generated;2/20/19 4:39 AM;;;;;;;;;;;;;;;;;
Report Time Zone;Europe/Paris;;;;;;;;;;;;;;;;;
Account ID;743372;;;;;;;;;;;;;;;;;
Date Range;2/19/19 - 2/19/19;;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Orange Internet (8364571);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Orange Mobile (8365738);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Sosh Internet (8364841);;;;;;;;;;;;;;;;;
Advertiser;Equals:FR Sosh Mobile (8364118);;;;;;;;;;;;;;;;;
MRC Accredited Metrics;None;;;;;;;;;;;;;;;;;
Report Fields;;;;;;;;;;;;;;;;;;
Header of second CSV at line 12;Placement;Date;DBM Cost (Account Currency);OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-terminal _2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_fidelisation-terminal_2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-forfait-multi-ligne_2018-01: Total Conversions;OR-Mobile_2018-01_Sales : or_mobile_cv_acquisition-forfait_2018-01: Total Conversions;SH-Mobile_2018-01_Sales : sh_mobile_cv_acquisition-offre-mobile_2018-01: Total Conversions;SH-Mobile_2018-01_Sales : sh_mobile_cv_acquisition-terminal _2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-acquisition-internet-fibre_2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-migration-xdsl-vers-fibre_2018-01: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_acquisition-open-fibre_2018-05: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_migration-open-xdsl-vers-fibre_2018-01: Total Conversions;OR-FAI_2018-01_Sales : or_fai_cv_confirmation-acquisition-internet-xdsl_2018-01: Total Conversions;OR-Open_2018-01_Sales : or_open_cv_acquisition-open-xdsl_2018-01: Total Conversions;SH-Mobile-Livebox_2018-01_Sales : sh_mobile-livebox_cv_acq-offre-convergente_2018-01: Total Conversions;SH-Box-Internet_2018-08_Sales : sh_box-internet_cv_confirmation-acquisition-internet-adsl_2018-08: Total Conversions;SH-Box-Internet_2018-08_Sales : sh_box-internet_cv_confirmation-acquisition-internet-fibre_2018-10: Total Conversions
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x600-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;10.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;3.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi2-acquisition-mobile;19/02/2019;4.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi2-acquisition-mobile;19/02/2019;3.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_300x600-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;16.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;20.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi2-acquisition-mobile;19/02/2019;10.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi2-acquisition-mobile;19/02/2019;31.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_728x90-kit1_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;5.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;17.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_or-mob_kpi2-acquisition-mobile;19/02/2019;34.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_or-mob_kpi2-acquisition-mobile;19/02/2019;14.37;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22282035_tradelab_forfait50goterminal_std_728x90-kit2_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _or-mob_kpi2-acquisition-mobile;19/02/2019;20.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_120x600-kit1_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;0.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_120x600-kit2_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_160x600-kit1_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;2.84;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_160x600-kit2_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;2.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_300x250-kit1_cpm-mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;17.71;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_300x250-kit1_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;8.87;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_300x250-kit2_cpm-mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;30.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_300x250-kit2_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;9.87;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_300x50-kit1_cpm-mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;5.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_300x50-kit2_cpm-mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;4.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_300x600-kit1_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;1.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_300x600-kit2_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;8.73;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_320x480-kit1_cpm-mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;0.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_320x480-kit2_cpm-mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;0.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_320x50-kit1_cpm-mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;31.07;0.00;3.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_320x50-kit2_cpm-mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;35.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_728x90-kit1_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;10.85;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Orange Mobile;22300553_tradelab_forfait50goterminal_std_728x90-kit2_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_or-mob_kpi2-acquisition-mobile;19/02/2019;4.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_120x600_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;1.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_120x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi1-acquisition-bb;19/02/2019;0.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_120x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi1-acquisition-bb;19/02/2019;1.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_120x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi1-acquisition-bb;19/02/2019;0.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_120x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;1.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_160x600_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;26.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_160x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi1-acquisition-bb;19/02/2019;11.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_160x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi1-acquisition-bb;19/02/2019;2.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_160x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi1-acquisition-bb;19/02/2019;0.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_160x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;25.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x250_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;109.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x250_cpm_mob_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi1-acquisition-bb;19/02/2019;39.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x250_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi1-acquisition-bb;19/02/2019;37.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x250_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi1-acquisition-bb;19/02/2019;2.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x250_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;5.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x250_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;2.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi1-acquisition-bb;19/02/2019;3.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi1-acquisition-bb;19/02/2019;20.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x250_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi1-acquisition-bb;19/02/2019;28.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x250_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;22.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x50_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;5.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi1-acquisition-bb;19/02/2019;4.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi1-acquisition-bb;19/02/2019;7.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi1-acquisition-bb;19/02/2019;2.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x50_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;6.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x600_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;1.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi1-acquisition-bb;19/02/2019;8.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi1-acquisition-bb;19/02/2019;15.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x600_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi1-acquisition-bb;19/02/2019;9.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_300x600_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;10.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_320x50_cpm_mob_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;57.63;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_320x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi1-acquisition-bb;19/02/2019;3.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_320x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi1-acquisition-bb;19/02/2019;21.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_320x50_cpm_mob_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi1-acquisition-bb;19/02/2019;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_320x50_cpm_mob_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;10.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_728x90_cpm_web_dis-iab_prosp_npa_lookalike_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;27.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_728x90_cpm_web_dis-iab_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi1-acquisition-bb;19/02/2019;25.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_728x90_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi1-acquisition-bb;19/02/2019;1.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_728x90_cpm_web_dis-iab_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi1-acquisition-bb;19/02/2019;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_728x90_cpm_web_dis-iab_prosp_npa_prospectionalgo_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;20.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_970x250_cpm_web_dis-eve_prosp_npa_lookalike_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;3.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_970x250_cpm_web_dis-eve_prosp_npa_profiling_dbm_2nd-tl_sosh_kpi1-acquisition-bb;19/02/2019;2.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_970x250_cpm_web_dis-eve_prosp_npa_profiling_dbm_3rd-classique_sosh_kpi1-acquisition-bb;19/02/2019;0.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_970x250_cpm_web_dis-eve_prosp_npa_profiling_dbm_3rd-semantique_sosh_kpi1-acquisition-bb;19/02/2019;0.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22212973_tradelab_la-boite-sosh-adsl_std_970x250_cpm_web_dis-eve_prosp_npa_prospectionalgo_dbm_ _sosh_kpi1-acquisition-bb;19/02/2019;2.61;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22213285_tradelab_la-boite-sosh-adsl_std_120x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_sosh_kpi1-acquisition-bb;19/02/2019;2.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
FR Sosh Internet;22213285_tradelab_la-boite-sosh-adsl_std_160x600_cpm_web_dis-iab_rtg_npa_retargeting_dbm_1st-tms_sosh_kpi1-acquisition-bb;19/02/2019;21.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00
FR Sosh Internet;22213285_tradelab_la-boite-sosh-adsl_std_300x250_cpm_mob_dis-iab_rtg_npa_retargeting_dbm_1st-tms_sosh_kpi1-acquisition-bb;19/02/2019;190.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00
